Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Manhattan,MN01,10,2018,April,27.2426004615952,45.8937623369649,76.6473649086667,53.3005649633077
Manhattan,MN02,10,2018,April,26.1927090927281,39.6639111104769,87.3398889252130,51.1463563579349
Manhattan,MN03,10,2018,April,14.6999556508141,43.1960068586817,46.2488752038432,44.5292670801411
Manhattan,MN04,10,2018,April,22.4581326216814,33.2660221278840,78.3513497924554,44.1245263495244
Manhattan,MN05,10,2018,April,20.6509585292519,33.7450443748349,64.0152092032376,41.0354142047796
Manhattan,MN06,10,2018,April,22.6201707864517,34.2944957391679,75.0004159316028,44.0982485153209
Manhattan,MN07,10,2018,April,27.3824471651892,42.8433914110317,84.8790180329299,52.9673952228496
Manhattan,MN08,10,2018,April,26.6335229507322,42.9871419852381,82.9103845204935,52.6023920026245
Manhattan,MN09,10,2018,April,18.2524094903157,55.4992664183560,51.3110064299019,53.6701536599935
Manhattan,MN10,10,2018,April,14.6443499033235,39.0495782961275,55.0732564648474,46.0474996895219
Manhattan,MN11,10,2018,April,11.3356671104211,42.0724006324059,32.9134655882715,38.0724758454007
Manhattan,MN12,10,2018,April,16.1625934478158,45.0820971155702,58.8912138352112,51.1128668488827
Queens East,QE07,10,2018,April,21.3499328212166,49.0200742168654,69.6714687708121,56.8641639260864
Queens East,QE08,10,2018,April,17.4793146303622,30.4966604997108,52.7931898922700,37.0859091539851
Queens East,QE10,10,2018,April,19.4355987321566,45.3922568554905,91.1954115370565,61.6782777965282
Queens East,QE11,10,2018,April,26.2284998767669,63.5533976729596,97.2151772829700,75.5223646895887
Queens East,QE12,10,2018,April,14.0283267219895,36.9323586200071,67.6667315621141,51.0421934788165
Queens East,QE13,10,2018,April,17.7237532714261,41.1946675735056,95.5431127662331,60.5190988856097
Queens East,QE14,10,2018,April,13.4936211888364,32.6711362873266,42.7309957017667,36.4922070388870
Queens West,QW01,10,2018,April,19.7811035689310,49.9031063237463,77.3274773918125,60.3197988291812
Queens West,QW02,10,2018,April,21.8800160991508,52.3100625767566,77.1524221672015,61.7460208461672
Queens West,QW03,10,2018,April,14.4295260807817,32.9084163609428,62.1119318852757,44.0008873802288
Queens West,QW04,10,2018,April,15.2323493144244,35.4398856663023,64.4239142311971,46.4489882043296
Queens West,QW05,10,2018,April,23.6793645080490,49.3788418841146,88.2218521467928,64.1327151046720
Queens West,QW06,10,2018,April,21.0389211830744,30.2561030184297,78.2135273775651,41.8063328124094
Queens West,QW09,10,2018,April,22.5007130862167,42.3565121687170,77.2722591402548,55.6186795634541
Staten Island,SI01,10,2018,April,19.8691171442861,48.7065691061776,81.1476098138480,60.2414835020808
Staten Island,SI02,10,2018,April,19.7026813563172,53.6060740891186,82.4876246135726,63.8753566291747
Staten Island,SI03,10,2018,April,19.9232375256437,55.7509952375357,86.6291212108808,66.7301910968176
Brooklyn North,BKN01,2,2018,August,16.2437621754420,48.4673785101172,45.5939975935016,47.1567149377165
Brooklyn North,BKN02,2,2018,August,20.1292439037966,36.7840954845931,53.0860756018287,41.5904432151684
Brooklyn North,BKN03,2,2018,August,11.9545562949223,32.9923540534784,40.7096288589021,36.5125107118545
Brooklyn North,BKN04,2,2018,August,14.7259207468283,33.1794563359386,59.0433776065227,44.9770217936796
Brooklyn North,BKN05,2,2018,August,9.5509951222517,22.1810172853649,37.5060426893277,29.1713722455937
Brooklyn North,BKN08,2,2018,August,15.4531658343612,44.7436999684099,50.1247881562430,47.1982287873651
Brooklyn North,BKN09,2,2018,August,12.4134286640778,32.9435336874169,41.0608358567794,36.1731345281536
Brooklyn North,BKN16,2,2018,August,9.2972821277039,21.9211451336683,30.2447807132065,25.7178871113694
Brooklyn North,BKN17,2,2018,August,13.4821635728363,28.4731859323338,55.6538677781092,39.2874627831125
Brooklyn South,BKS06,2,2018,August,27.7311716811127,45.0613746147217,75.6030710372285,54.0660484170799
Brooklyn South,BKS07,2,2018,August,23.9183376646425,62.5897731118218,61.1346853468761,62.0108427515907
Brooklyn South,BKS10,2,2018,August,23.6048130884278,54.7272878301306,68.9128854522280,60.3712588257645
Brooklyn South,BKS11,2,2018,August,20.1411641868328,45.9489709189103,58.0552818331125,50.7656638411350
Brooklyn South,BKS12,2,2018,August,15.8783742800934,49.0818002707200,39.8377813457849,44.8652347616240
Brooklyn South,BKS13,2,2018,August,14.2412301453353,37.5864043098596,48.0041066256165,42.0547965446223
Brooklyn South,BKS14,2,2018,August,13.5827280558937,31.5156395174671,49.6644895018787,37.4104008093269
Brooklyn South,BKS15,2,2018,August,19.3740907133263,47.0993848464778,54.2150291077648,49.9304597786606
Brooklyn South,BKS18,2,2018,August,14.7188836727514,32.9837504507250,60.7104273088050,42.8142636658947
Bronx,BX01,2,2018,August,6.5940704569546,17.0029852897791,26.5398465501976,21.0935645277372
Bronx,BX02,2,2018,August,12.7027267251957,28.9444332424837,56.1985542929425,40.6343528788852
Bronx,BX03,2,2018,August,8.5783394318252,21.1276504839588,35.8466781244362,27.4409801240741
Bronx,BX04,2,2018,August,11.3179143636132,25.7495600055537,50.1244709649159,36.2045201832032
Bronx,BX05,2,2018,August,11.0892725652885,23.8248381313899,50.9818959818255,35.4731251278753
Bronx,BX06,2,2018,August,12.5612846025398,36.3126762401720,45.3334603718132,40.1818981226526
Bronx,BX07,2,2018,August,13.9469967921253,30.8753797893909,62.9073042594840,44.6146092498239
Bronx,BX08,2,2018,August,19.5852995872756,39.7075084826556,77.9792080023303,52.1381877320870
Bronx,BX09,2,2018,August,9.6575417562630,22.6872060402309,37.6159364131645,29.4967950400226
Bronx,BX10,2,2018,August,20.3502865904894,42.2576782058005,65.6510661625901,51.5651185149815
Bronx,BX11,2,2018,August,17.1793928095741,35.7272859523131,51.8011633163068,42.1225397897995
Bronx,BX12,2,2018,August,16.5071623314763,33.4999346327534,70.2018957363233,48.1024074696225
Manhattan,MN01,2,2018,August,25.3112395596385,40.9451787008230,66.4464376924091,47.8138489903042
Manhattan,MN02,2,2018,August,23.9123643693341,36.6324416674138,73.1412380829429,46.4659516649713
Manhattan,MN03,2,2018,August,13.2343314080949,40.3674192810864,43.9075479687413,41.8858619336521
Manhattan,MN04,2,2018,August,21.4386036203044,31.1285607585129,70.2826055353032,41.6745586702274
Manhattan,MN05,2,2018,August,17.7097155881122,27.4956178683947,53.2258576606975,34.4259632941217
Manhattan,MN06,2,2018,August,21.2961028186198,31.3228537045297,66.1016696006299,40.6903998138296
Manhattan,MN07,2,2018,August,25.1948305640143,39.6669403332958,71.5438640556471,48.2528724617454
Manhattan,MN08,2,2018,August,24.7456884025303,39.6426005650661,69.0119420249842,47.5531246366003
Manhattan,MN09,2,2018,August,17.1531632551766,54.4306275552869,50.5521375117983,52.7670539315027
Manhattan,MN10,2,2018,August,13.9751155405829,34.9618478617872,56.0030042151671,43.9868839791720
Manhattan,MN11,2,2018,August,11.2897113955275,37.6849672667720,34.0230870827071,36.1143025958917
Manhattan,MN12,2,2018,August,15.0621123378026,41.4096441741672,57.1981958576054,48.1817172860776
Queens East,QE07,2,2018,August,17.4815708096461,46.3183914827054,57.9390644507877,50.9418654405059
Queens East,QE08,2,2018,August,15.7375008643628,26.7353895342242,52.3085748264655,34.2751865532987
Queens East,QE10,2,2018,August,20.0366406832151,34.9705506926588,81.0610316616276,51.3119638586920
Queens East,QE11,2,2018,August,26.3728327164947,54.5905649533441,76.9050376511280,62.5021772921731
Queens East,QE12,2,2018,August,13.7522667388912,31.8230902563794,59.5585081312843,45.1753633047457
Queens East,QE13,2,2018,August,16.9369586474091,30.6087342839115,83.2315639028213,49.2661963604591
Queens East,QE14,2,2018,August,11.2460979530858,27.7147805617547,40.4243630467890,32.7714949014037
Queens West,QW01,2,2018,August,19.3595701868639,47.7651478002539,69.5042828522491,56.4144166553427
Queens West,QW02,2,2018,August,19.4514285240324,48.6067730291301,68.9033454061731,56.6820948349856
Queens West,QW03,2,2018,August,14.0491654498079,29.3762913359406,58.4399085400546,40.9397246785517
Queens West,QW04,2,2018,August,14.6912893550255,33.9558703239727,56.2121525567403,42.8108946055517
Queens West,QW05,2,2018,August,23.5865019075306,44.6048086420034,84.1067236679045,60.3212887380473
Queens West,QW06,2,2018,August,20.6143454208918,29.9314534147277,67.5812253146516,40.0722809613237
Queens West,QW09,2,2018,August,17.7412535699472,37.5792671698667,73.0668741433854,51.6985894429724
Staten Island,SI01,2,2018,August,19.8564869168007,38.7263063292855,73.5448421069371,51.0712432233481
Staten Island,SI02,2,2018,August,18.5785700516176,43.4192290876111,72.9150342991870,53.8769880324942
Staten Island,SI03,2,2018,August,19.8713138424881,45.9937409268611,79.2975876729204,57.8016437357300
Brooklyn North,BKN01,6,2018,December,16.3289721150433,51.3731240450466,47.4152746410623,49.7516609547845
Brooklyn North,BKN02,6,2018,December,21.9065132809644,38.0247530934140,57.7905202102260,43.6384834624037
Brooklyn North,BKN03,6,2018,December,12.6390290600532,36.9682409601893,44.3423810127480,39.9892997972462
Brooklyn North,BKN04,6,2018,December,15.4712173043646,36.8461691865641,66.3910767285392,48.9502116082622
Brooklyn North,BKN05,6,2018,December,10.7297247047509,26.6563099982774,44.4555402263147,33.9483496652708
Brooklyn North,BKN08,6,2018,December,17.2400531406651,49.2604238702745,56.8744960070398,52.3797787714310
Brooklyn North,BKN09,6,2018,December,13.7035667578968,32.9540426176679,47.8022952676259,38.3592364433412
Brooklyn North,BKN16,6,2018,December,10.0846462064756,24.2374433055569,36.2485429913813,29.1581850584940
Brooklyn North,BKN17,6,2018,December,15.0181977022284,30.2771695162025,62.5877926995170,42.0391717565538
Brooklyn South,BKS06,6,2018,December,31.1897146348041,49.7816486229125,81.9140094495839,58.9076495888247
Brooklyn South,BKS07,6,2018,December,24.2042742844679,46.6316969864122,70.8746215995536,55.4568233850788
Brooklyn South,BKS10,6,2018,December,26.3570269547830,59.1398218405348,78.5821416624521,66.2173891163375
Brooklyn South,BKS11,6,2018,December,21.0665124579390,47.7144487601466,64.1420413116192,53.6945680323054
Brooklyn South,BKS12,6,2018,December,16.7378213051311,50.7820541197797,47.7152972406624,49.5256563697061
Brooklyn South,BKS13,6,2018,December,15.5455851658787,45.4986968287903,50.5455270526425,47.7699559993045
Brooklyn South,BKS14,6,2018,December,15.5781677516832,33.2242430023785,52.0107194076692,39.1000204593319
Brooklyn South,BKS15,6,2018,December,22.3365406423190,51.2768314444124,62.3576024400475,55.3105528782591
Brooklyn South,BKS18,6,2018,December,17.3104347699576,34.0222130108140,67.7487277688715,44.8006281872085
Bronx,BX01,6,2018,December,7.2060322773506,20.9944530860481,25.8835890672989,23.1947440490421
Bronx,BX02,6,2018,December,13.1517833131262,35.2758909142769,50.9568532489229,42.3329005471209
Bronx,BX03,6,2018,December,9.7274605395214,29.2624273673387,33.8137855845219,31.3107059165589
Bronx,BX04,6,2018,December,11.3667496626019,30.7813343087807,43.6822979706186,36.5872423195033
Bronx,BX05,6,2018,December,11.2928747682136,29.6779889966713,44.5022558089413,36.3494541441195
Bronx,BX06,6,2018,December,13.2378798926549,35.8139303405403,41.5796290090981,38.4087067436562
Bronx,BX07,6,2018,December,14.3252344217207,36.9776505918211,57.2701015315551,46.1099996594110
Bronx,BX08,6,2018,December,21.8757150524698,41.6428705783596,74.1534069433710,51.8110720316774
Bronx,BX09,6,2018,December,10.2908309436104,25.1608872229318,43.2207662292638,32.5597102286498
Bronx,BX10,6,2018,December,21.9396365245311,47.7280195635031,66.8668218838312,54.6950976818103
Bronx,BX11,6,2018,December,17.8425067414275,36.1347205250261,53.2276829180375,42.3570536821490
Bronx,BX12,6,2018,December,22.0607297059070,36.8268061105229,74.4143520834683,50.5097610146982
Manhattan,MN01,6,2018,December,27.9601930618849,46.3410008175754,69.4827406016692,52.2961557806120
Manhattan,MN02,6,2018,December,27.2580910816019,41.0955274775598,79.7251273118930,51.0362344131579
Manhattan,MN03,6,2018,December,14.5545207221854,45.8014430855319,41.4272280089529,43.8328854630608
Manhattan,MN04,6,2018,December,23.2879256935206,34.5665939235772,73.1101856072915,44.4851680433283
Manhattan,MN05,6,2018,December,20.8295528909437,32.6331328377670,60.4413232066165,39.7891238925945
Manhattan,MN06,6,2018,December,23.6213417154863,35.5272996077957,69.3432995753230,44.2293039478100
Manhattan,MN07,6,2018,December,28.2697104337699,44.6812356935836,75.1017540632508,52.5094673925584
Manhattan,MN08,6,2018,December,27.4310299561620,44.3559737310079,74.2669759738603,52.0530896400872
Manhattan,MN09,6,2018,December,19.2940152114895,58.5217746895847,47.6055729642463,53.6090825291313
Manhattan,MN10,6,2018,December,15.7140873381551,44.4473315142203,51.5192173360975,47.6299401642708
Manhattan,MN11,6,2018,December,11.4380673738137,42.5325333994429,29.8319401576233,36.8167994452629
Manhattan,MN12,6,2018,December,16.8882021487199,49.3391675816901,56.1341714427236,52.3971691685301
Queens East,QE07,6,2018,December,22.9739844431091,49.5288028087969,62.0569232817412,54.0894013535584
Queens East,QE08,6,2018,December,21.3267090663020,30.2983481626461,54.2499131475239,37.1008985997640
Queens East,QE10,6,2018,December,22.0259925813712,38.3864071279234,79.1371151991708,51.4096339118003
Queens East,QE11,6,2018,December,29.3309298798530,50.9732099150655,73.4346245201750,58.1514924562570
Queens East,QE12,6,2018,December,15.4698217585008,36.0603636024666,69.2796990532211,49.9677862530760
Queens East,QE13,6,2018,December,19.1821501628911,32.5604866282923,83.2613322745877,48.7636065797692
Queens East,QE14,6,2018,December,15.4708395257546,33.7299875825990,43.8309465964793,37.4070290892546
Queens West,QW01,6,2018,December,20.9741499754632,50.0358799306088,73.8671871011615,58.7111656637324
Queens West,QW02,6,2018,December,23.7073404461691,52.8157731878025,75.5227784023365,61.0817804600776
Queens West,QW03,6,2018,December,16.0903285786816,33.6588062814314,64.9241516099582,45.0402971215523
Queens West,QW04,6,2018,December,16.7878463650187,37.6643021027023,63.2900046989555,46.9927997190330
Queens West,QW05,6,2018,December,26.6530203236866,50.2230711360735,87.6176265327934,63.8357718833713
Queens West,QW06,6,2018,December,22.6668518856233,33.9647116705959,70.2369037435320,43.2987775903861
Queens West,QW09,6,2018,December,26.1152240943278,44.5478874823501,77.9967765210882,56.7242514471922
Staten Island,SI01,6,2018,December,22.1715498177155,40.3879053274072,71.0528704197182,50.1879017843671
Staten Island,SI02,6,2018,December,21.6732451516575,45.3940691785018,70.9741093564364,53.5690109192805
Staten Island,SI03,6,2018,December,22.9846539056005,50.3349959570792,74.6321534281338,58.0999504063585
Brooklyn North,BKN01,8,2018,February,15.3322428929573,46.9379448709827,46.8235770542626,46.8910903359570
Brooklyn North,BKN02,8,2018,February,19.8588433342510,32.3733769225498,59.0226920649532,39.9421228681823
Brooklyn North,BKN03,8,2018,February,12.4298994287862,34.7005806293501,45.9947867605506,39.3276233756248
Brooklyn North,BKN04,8,2018,February,15.5526466326303,36.1622613342209,68.0054013237164,49.2078502136355
Brooklyn North,BKN05,8,2018,February,10.4549532911945,24.9240258022846,44.8295687411864,33.0789856990822
Brooklyn North,BKN08,8,2018,February,17.2433531340509,47.9669478556920,60.6599481772858,53.1670526159768
Brooklyn North,BKN09,8,2018,February,13.2755583930030,32.1867393657703,45.8516125181562,37.1611487951582
Brooklyn North,BKN16,8,2018,February,9.5682236880552,22.9199038691922,35.2545636410212,27.9732026457519
Brooklyn North,BKN17,8,2018,February,14.2473813075956,27.6524712563637,61.2460063116375,39.8814905587676
Brooklyn South,BKS06,8,2018,February,29.7546642523710,47.1177393109694,83.2952603431722,57.3926174522027
Brooklyn South,BKS07,8,2018,February,23.2979974045602,43.6055166246733,73.1199351868125,54.3496194320069
Brooklyn South,BKS10,8,2018,February,24.5722264372535,54.1845690920043,80.2071733991629,63.6575504215206
Brooklyn South,BKS11,8,2018,February,20.3634461480725,44.6465749375509,65.6250909436308,52.2833620977002
Brooklyn South,BKS12,8,2018,February,15.8680584886234,50.4164171992384,45.8856581498543,48.5602428430207
Brooklyn South,BKS13,8,2018,February,15.1215741875488,44.4494549173674,48.9932953490503,46.4943501866867
Brooklyn South,BKS14,8,2018,February,15.5519193534495,33.4279667166834,52.1792399295291,39.2927337999978
Brooklyn South,BKS15,8,2018,February,20.5346608865631,47.4404418063714,63.5891207806004,53.3190284617870
Brooklyn South,BKS18,8,2018,February,16.3382821496998,31.9058476943108,64.3818749242657,42.2846285222562
Bronx,BX01,8,2018,February,6.9716900405211,20.1435809715473,25.2473047170835,22.4404443187697
Bronx,BX02,8,2018,February,13.1285782277399,32.7690819557135,53.8543061180482,42.2582081234048
Bronx,BX03,8,2018,February,9.5242077401351,25.6818292326246,36.7356982282755,30.6564767266851
Bronx,BX04,8,2018,February,11.6959000103162,29.8609849302246,47.1611825224953,37.6467099675850
Bronx,BX05,8,2018,February,11.0973423269765,27.3970973317460,45.8910925763439,35.7200752080808
Bronx,BX06,8,2018,February,14.1457375794968,38.6271269155739,44.0695750087468,41.0764286739816
Bronx,BX07,8,2018,February,14.2544443356458,35.6517326916442,58.3841155793049,45.8821408510514
Bronx,BX08,8,2018,February,20.5557040961560,38.8859280264828,77.5435854496570,50.9767420314840
Bronx,BX09,8,2018,February,9.8518689051725,23.2496472304493,42.5846211259716,31.1708547658370
Bronx,BX10,8,2018,February,20.0968154702004,41.8849866041203,69.4399424038434,51.9157882389366
Bronx,BX11,8,2018,February,16.4822002683861,34.2530242319294,55.4868236269518,41.9827419361796
Bronx,BX12,8,2018,February,20.0934840086779,33.6044206252131,74.5361616686933,48.5047593504506
Manhattan,MN01,8,2018,February,26.4042327928783,43.2874029510323,67.5136866231096,49.5216478605212
Manhattan,MN02,8,2018,February,25.5996517821680,37.4807425516234,78.1308098674288,47.9413843349123
Manhattan,MN03,8,2018,February,14.3311116850540,42.4804169962631,43.6991643383612,43.0288981130238
Manhattan,MN04,8,2018,February,21.9835963483280,31.4301106568209,72.3349619033395,41.9563169915932
Manhattan,MN05,8,2018,February,20.3201232282310,31.4403211214567,60.1022141062883,38.8159988298355
Manhattan,MN06,8,2018,February,23.1263786973408,33.3077140458220,71.5541225228549,43.1498128415607
Manhattan,MN07,8,2018,February,27.3227107033962,41.6760396590867,77.2395158006327,50.8277289194045
Manhattan,MN08,8,2018,February,26.1698672140113,40.6698331322233,75.7371191543443,49.6938358365660
Manhattan,MN09,8,2018,February,18.1942602212295,53.5706237178991,49.5129414963256,51.7445175189577
Manhattan,MN10,8,2018,February,14.6642148893112,38.2119211585242,51.9326153115267,44.3867380314091
Manhattan,MN11,8,2018,February,10.9255312999084,38.3646005604968,31.2595146559781,35.1670506525049
Manhattan,MN12,8,2018,February,16.4455143124065,45.3772338687659,56.0698457187533,50.1893023640076
Queens East,QE07,8,2018,February,22.2365157916157,48.3742233289891,67.8273403737112,55.4557211064754
Queens East,QE08,8,2018,February,21.8556146771849,34.0130230047831,66.5963663405830,43.2671087645925
Queens East,QE10,8,2018,February,21.2652499966821,34.1960019042068,86.4691707024705,50.9016093449765
Queens East,QE11,8,2018,February,28.5716832954414,52.7635395813237,90.0675313717140,64.6852550072433
Queens East,QE12,8,2018,February,16.8860978475438,36.7539301536140,79.2435102887409,54.5423820045593
Queens East,QE13,8,2018,February,20.1485487828732,31.9746750202076,95.0919347274036,52.1458677687243
Queens East,QE14,8,2018,February,16.0668615956476,33.8527831867577,52.1430139390589,40.5109566879177
Queens West,QW01,8,2018,February,23.2189496180444,52.4547190707530,86.9028708789592,64.9948436126196
Queens West,QW02,8,2018,February,22.7828320285084,50.4787675362098,74.0778254506315,59.0695078164205
Queens West,QW03,8,2018,February,14.9793262819611,30.3188678102586,62.2160409754571,41.9303622745215
Queens West,QW04,8,2018,February,15.5912233835351,33.2166939821193,61.8586471402743,43.6431941242840
Queens West,QW05,8,2018,February,24.4840263644525,45.4407581973761,87.1614581263628,60.6283007975195
Queens West,QW06,8,2018,February,21.8858350155522,31.8845477439421,69.7525717724325,41.6292753805676
Queens West,QW09,8,2018,February,24.5079662428474,40.7546113231109,78.0321993095319,54.3247325468205
Staten Island,SI01,8,2018,February,19.3724275332825,37.3446170849722,70.9973682979504,48.0994586985645
Staten Island,SI02,8,2018,February,21.1652045495166,42.3620590589737,74.2725593555307,52.5601071866884
Staten Island,SI03,8,2018,February,21.6415367917336,44.2255069589228,77.9985656259056,55.0187967696496
Brooklyn North,BKN01,7,2018,January,15.9165935928857,46.9735352149700,46.9593981688084,46.9677435093702
Brooklyn North,BKN02,7,2018,January,22.0141829669960,35.4303984479760,59.6385611076087,42.3058259027613
Brooklyn North,BKN03,7,2018,January,13.1685889634193,36.3854728242168,47.2217563610349,40.8249125292438
Brooklyn North,BKN04,7,2018,January,16.3047050615979,36.6701822811497,69.1703686315008,49.9849517973126
Brooklyn North,BKN05,7,2018,January,11.3665751925462,26.5959582441233,47.8338538438608,35.2967601986260
Brooklyn North,BKN08,7,2018,January,18.4769714251323,46.6648596109395,61.1889663199893,52.6151372854878
Brooklyn North,BKN09,7,2018,January,13.6530620863945,31.7605663474634,47.1992500299992,37.3806941621395
Brooklyn North,BKN16,7,2018,January,9.8275094986289,20.9295715578833,37.4764780204314,27.7085556344455
Brooklyn North,BKN17,7,2018,January,15.9461167791542,29.9277113305113,68.3465216374550,43.9132705175981
Brooklyn South,BKS06,7,2018,January,31.7293640234778,47.2437575049817,84.9971613093818,57.9662064854327
Brooklyn South,BKS07,7,2018,January,24.5452443627790,45.1240895344058,75.7624973819048,56.2773569814162
Brooklyn South,BKS10,7,2018,January,25.8664640736627,54.1157444331636,84.7714729286256,65.2753170974702
Brooklyn South,BKS11,7,2018,January,21.3499850577414,45.5391333311283,69.4785517235656,54.2537746788682
Brooklyn South,BKS12,7,2018,January,16.3398445496349,50.8845694313672,47.2969381206434,49.4147783509004
Brooklyn South,BKS13,7,2018,January,15.3403498395236,43.8153655678064,48.9266723199846,46.1156415468416
Brooklyn South,BKS14,7,2018,January,16.5670969711693,33.1708931196165,56.2858075066563,40.4004602797747
Brooklyn South,BKS15,7,2018,January,21.7924916045922,47.7686283138302,66.9890751769513,54.7654274093466
Brooklyn South,BKS18,7,2018,January,18.0577400531825,32.7392615084023,70.4566653356788,44.7930963247908
Bronx,BX01,7,2018,January,8.0463529880067,22.3168687853507,26.6444327012577,24.2644316701762
Bronx,BX02,7,2018,January,13.6327427785240,29.9138445906259,49.4234616992022,38.6938896497309
Bronx,BX03,7,2018,January,10.6679373061002,26.5552056770874,39.1159941143670,32.2080223286617
Bronx,BX04,7,2018,January,13.0460085938808,30.3113906424719,49.0441809821567,38.7418350919890
Bronx,BX05,7,2018,January,11.9452317255930,27.2805912433902,48.9918826855871,37.0514707072446
Bronx,BX06,7,2018,January,14.3185414488672,34.8101705113252,44.1065329516183,38.9938754327131
Bronx,BX07,7,2018,January,15.7019821082621,36.6871067801298,63.2402503125890,48.6369977174250
Bronx,BX08,7,2018,January,22.4250888571013,40.4573050102566,84.6916775047809,54.2923277744300
Bronx,BX09,7,2018,January,10.9730141312037,23.7477040808191,45.5049399453468,32.6612708438555
Bronx,BX10,7,2018,January,21.7486304126571,43.2598413020572,72.5615188026342,53.9265002040687
Bronx,BX11,7,2018,January,17.9559823794090,35.2601779432791,58.0419202020962,43.5533916633317
Bronx,BX12,7,2018,January,21.3198007495480,35.3908813529278,79.3607384093006,51.3971822611708
Manhattan,MN01,7,2018,January,27.5305895962308,43.2524400680460,70.5942651582775,50.2884195105461
Manhattan,MN02,7,2018,January,27.9143430214610,38.2603544468637,82.2275410701302,49.5746035946425
Manhattan,MN03,7,2018,January,15.5262441602337,44.1843440634447,45.1086109894576,44.6002981650486
Manhattan,MN04,7,2018,January,22.5550526246310,32.1256815831637,71.8590549190961,42.3504268973557
Manhattan,MN05,7,2018,January,21.3014356778292,30.5490667213185,61.6917414526531,38.5631337585779
Manhattan,MN06,7,2018,January,23.8533894318218,32.8944435026738,73.5137501038118,43.3471695102117
Manhattan,MN07,7,2018,January,28.3539915529317,40.9690337975838,80.9327926372074,51.2530651200241
Manhattan,MN08,7,2018,January,27.9122396511882,40.5678317514059,79.8031808304535,50.6644185238128
Manhattan,MN09,7,2018,January,19.0222499122646,55.0917667242480,48.8689172033519,52.2912556283393
Manhattan,MN10,7,2018,January,16.6678063293370,40.7060409727314,55.4749611842492,47.3525981147704
Manhattan,MN11,7,2018,January,11.7312928161267,39.0527998671077,30.8974119447843,35.3825754319493
Manhattan,MN12,7,2018,January,17.3090410631988,45.1210991533996,58.1614171480964,50.9897217379077
Queens East,QE07,7,2018,January,23.4101313676001,49.2184095090511,69.7915494628060,56.7076280504034
Queens East,QE08,7,2018,January,22.0086641054019,32.3939174509305,62.5729720391028,40.9651544916078
Queens East,QE10,7,2018,January,22.8660695771299,36.3515549087682,88.0720246770666,52.8805292270439
Queens East,QE11,7,2018,January,30.0012931844653,54.0376437343507,90.0078867505637,65.5331159468159
Queens East,QE12,7,2018,January,17.3192943364795,38.4234238961197,78.2542381701680,55.0987715847663
Queens East,QE13,7,2018,January,21.2432506716241,33.9451381531920,95.2846747249404,53.5482011035368
Queens East,QE14,7,2018,January,16.1133698826426,32.4247159340773,48.3377860776487,38.2175341541917
Queens West,QW01,7,2018,January,23.4992301394963,50.7594441932341,86.1485595556614,63.6421067099965
Queens West,QW02,7,2018,January,24.0438656753301,51.2266062954958,76.2508134515128,60.3361421581184
Queens West,QW03,7,2018,January,16.2724595561629,31.0312769158956,65.8679656094401,43.7128401322774
Queens West,QW04,7,2018,January,16.8239995828104,34.3094347681038,63.4877111881592,44.9311721043094
Queens West,QW05,7,2018,January,25.9973036489450,47.3740252194385,87.9564016235891,62.1471851017554
Queens West,QW06,7,2018,January,22.9736754828309,31.9954212703908,73.1024907020139,42.5736652064790
Queens West,QW09,7,2018,January,25.0689862235282,42.1302213652716,81.1041613622340,56.3178638306858
Staten Island,SI01,7,2018,January,21.7351548099980,37.8669703723858,77.1223305845629,50.4123096492429
Staten Island,SI02,7,2018,January,23.2424063482275,43.3076203847196,76.6499105876812,53.9632439888008
Staten Island,SI03,7,2018,January,24.3970487089298,47.6545417004542,83.0684203705718,58.9722094183080
Brooklyn North,BKN01,1,2018,July,16.4087222693389,48.1283759825487,46.8952291624821,47.5658885632382
Brooklyn North,BKN02,1,2018,July,18.9439931404232,32.8733127237103,53.3011923161157,38.8961082377115
Brooklyn North,BKN03,1,2018,July,11.7194719866964,32.6205309464827,39.5788517316899,35.7944984234409
Brooklyn North,BKN04,1,2018,July,14.4561837670751,33.8871254499977,56.3934795680894,44.1531706929234
Brooklyn North,BKN05,1,2018,July,9.8002061505284,23.3400389768474,37.7928264133296,29.9325314316801
Brooklyn North,BKN08,1,2018,July,15.5328521646163,45.6768676272507,49.5457362175518,47.4416128089253
Brooklyn North,BKN09,1,2018,July,12.0865620631019,32.1719443846103,39.8345445536362,35.2206346306775
Brooklyn North,BKN16,1,2018,July,9.5638021910731,22.4587079141445,30.7605540957512,26.2455108788981
Brooklyn North,BKN17,1,2018,July,13.2274852453591,27.9649517987469,54.5577306251040,38.5453218605248
Brooklyn South,BKS06,1,2018,July,28.3237612984573,45.1083428629507,78.2832425827087,54.8893696359830
Brooklyn South,BKS07,1,2018,July,21.4298013658161,48.6839422165930,64.4483813356407,54.9560810097971
Brooklyn South,BKS10,1,2018,July,24.0080539937078,55.0148288465429,70.4412436617999,61.1524791664915
Brooklyn South,BKS11,1,2018,July,20.9331409735994,48.4220080169543,58.7369521339824,52.5259764904012
Brooklyn South,BKS12,1,2018,July,15.7302320795861,48.8391911407250,39.9831644647642,44.7996043622122
